instance_id,n_vars,n_clauses,method,satisfiable,time_seconds,solution
111,16,80,BestCase,U,0.02457079105079174,"{1: True, 2: True, 3: True, 4: False, 5: True, 6: True, 7: False, 8: True, 9: False, 10: False, 11: False, 12: False, 13: False, 14: True, 15: True, 16: False}"
112,16,80,BestCase,S,0.012999832979403436,"{1: False, 2: True, 3: True, 4: True, 5: False, 6: True, 7: True, 8: True, 9: False, 10: True, 11: False, 12: True, 13: False, 14: True, 15: True, 16: True}"
113,16,80,BestCase,U,0.03815879090689123,"{1: True, 2: True, 3: True, 4: True, 5: True, 6: True, 7: True, 8: True, 9: True, 10: True, 11: True, 12: False, 13: True, 14: True, 15: True, 16: False}"
114,16,80,BestCase,U,0.0375497080385685,"{1: True, 2: True, 3: True, 4: False, 5: False, 6: False, 7: False, 8: False, 9: True, 10: True, 11: True, 12: True, 13: False, 14: True, 15: True, 16: True}"
115,16,80,BestCase,U,0.008680457947775722,"{1: False, 2: False, 3: True, 4: False, 5: True, 6: True, 7: True, 8: True, 9: True, 10: False, 11: False, 12: True, 13: True, 14: False, 15: False, 16: False}"
116,16,80,BestCase,U,0.01928762497846037,"{1: False, 2: True, 3: True, 4: True, 5: True, 6: False, 7: True, 8: True, 9: False, 10: True, 11: False, 12: True, 13: True, 14: False, 15: True, 16: False}"
117,16,80,BestCase,U,0.01407041703350842,"{1: True, 2: True, 3: True, 4: False, 5: True, 6: False, 7: True, 8: False, 9: False, 10: False, 11: False, 12: False, 13: True, 14: True, 15: False, 16: True}"
118,16,80,BestCase,U,0.015107374987564981,"{1: True, 2: True, 3: True, 4: False, 5: False, 6: False, 7: True, 8: False, 9: True, 10: False, 11: True, 12: True, 13: True, 14: False, 15: False, 16: False}"
119,16,80,BestCase,U,0.013784167007543147,"{1: True, 2: True, 3: True, 4: True, 5: False, 6: False, 7: True, 8: False, 9: False, 10: True, 11: True, 12: False, 13: False, 14: False, 15: False, 16: False}"
120,16,80,BestCase,S,0.01561287499498576,"{1: False, 2: False, 3: False, 4: True, 5: False, 6: False, 7: True, 8: False, 9: False, 10: True, 11: True, 12: True, 13: True, 14: False, 15: True, 16: True}"
121,18,90,BestCase,U,0.06250779202673584,"{1: True, 2: True, 3: False, 4: False, 5: True, 6: True, 7: False, 8: False, 9: False, 10: True, 11: True, 12: False, 13: True, 14: True, 15: False, 16: False, 17: True, 18: False}"
122,18,90,BestCase,U,0.03496495902072638,"{1: False, 2: False, 3: True, 4: False, 5: False, 6: False, 7: False, 8: False, 9: False, 10: False, 11: True, 12: True, 13: True, 14: True, 15: True, 16: False, 17: False, 18: False}"
123,18,90,BestCase,U,0.038093124981969595,"{1: True, 2: True, 3: True, 4: True, 5: False, 6: True, 7: False, 8: True, 9: True, 10: True, 11: True, 12: False, 13: False, 14: False, 15: False, 16: False, 17: False, 18: False}"
124,18,90,BestCase,U,0.030013374984264374,"{1: True, 2: True, 3: False, 4: True, 5: False, 6: False, 7: True, 8: False, 9: False, 10: False, 11: True, 12: True, 13: True, 14: False, 15: False, 16: False, 17: False, 18: False}"
125,18,90,BestCase,U,0.06151716597378254,"{1: True, 2: True, 3: True, 4: False, 5: True, 6: False, 7: True, 8: False, 9: True, 10: False, 11: False, 12: False, 13: True, 14: True, 15: False, 16: True, 17: False, 18: False}"
126,18,90,BestCase,S,0.0017664999468252063,"{1: True, 2: True, 3: True, 4: False, 5: True, 6: False, 7: True, 8: False, 9: False, 10: True, 11: True, 12: False, 13: True, 14: False, 15: False, 16: False, 17: True, 18: False}"
127,18,90,BestCase,S,0.00893787492532283,"{1: True, 2: False, 3: True, 4: True, 5: True, 6: False, 7: False, 8: True, 9: True, 10: False, 11: False, 12: True, 13: False, 14: False, 15: False, 16: False, 17: False, 18: True}"
128,18,90,BestCase,S,0.00038537499494850636,"{1: True, 2: True, 3: True, 4: True, 5: True, 6: False, 7: True, 8: True, 9: False, 10: False, 11: False, 12: False, 13: True, 14: True, 15: False, 16: True, 17: True, 18: True}"
129,18,90,BestCase,U,0.07646733405999839,"{1: False, 2: True, 3: True, 4: True, 5: False, 6: True, 7: True, 8: True, 9: False, 10: True, 11: True, 12: True, 13: True, 14: True, 15: False, 16: True, 17: False, 18: False}"
130,18,90,BestCase,S,0.015780791989527643,"{1: False, 2: True, 3: True, 4: True, 5: True, 6: False, 7: True, 8: True, 9: True, 10: False, 11: True, 12: False, 13: False, 14: False, 15: True, 16: False, 17: True, 18: False}"
131,20,100,BestCase,S,0.01647866691928357,"{1: True, 2: True, 3: False, 4: False, 5: True, 6: False, 7: False, 8: True, 9: True, 10: False, 11: True, 12: True, 13: False, 14: False, 15: False, 16: True, 17: True, 18: True, 19: False, 20: True}"
132,20,100,BestCase,U,0.11766354099381715,"{1: True, 2: False, 3: False, 4: False, 5: True, 6: False, 7: False, 8: True, 9: True, 10: True, 11: True, 12: True, 13: True, 14: True, 15: False, 16: False, 17: True, 18: False, 19: False, 20: False}"
133,20,100,BestCase,S,0.006091958028264344,"{1: True, 2: False, 3: False, 4: True, 5: True, 6: True, 7: False, 8: True, 9: True, 10: True, 11: True, 12: False, 13: True, 14: True, 15: False, 16: True, 17: False, 18: True, 19: False, 20: False}"
134,20,100,BestCase,U,0.12456562498118728,"{1: True, 2: True, 3: False, 4: False, 5: False, 6: False, 7: True, 8: True, 9: True, 10: True, 11: True, 12: False, 13: False, 14: True, 15: False, 16: True, 17: False, 18: False, 19: False, 20: False}"
135,20,100,BestCase,S,0.011284749954938889,"{1: True, 2: True, 3: False, 4: True, 5: True, 6: True, 7: False, 8: True, 9: True, 10: True, 11: True, 12: False, 13: False, 14: False, 15: False, 16: False, 17: True, 18: True, 19: False, 20: True}"
136,20,100,BestCase,U,0.10451974999159575,"{1: False, 2: False, 3: True, 4: True, 5: False, 6: True, 7: False, 8: False, 9: True, 10: True, 11: True, 12: True, 13: True, 14: True, 15: True, 16: True, 17: True, 18: True, 19: True, 20: False}"
137,20,100,BestCase,U,0.09774616698268801,"{1: False, 2: True, 3: False, 4: True, 5: True, 6: True, 7: True, 8: True, 9: True, 10: True, 11: True, 12: False, 13: True, 14: False, 15: False, 16: True, 17: True, 18: True, 19: False, 20: False}"
138,20,100,BestCase,S,0.010384625056758523,"{1: True, 2: True, 3: False, 4: True, 5: False, 6: True, 7: False, 8: True, 9: True, 10: False, 11: True, 12: False, 13: True, 14: True, 15: True, 16: True, 17: True, 18: True, 19: True, 20: True}"
139,20,100,BestCase,U,0.0636770409764722,"{1: True, 2: False, 3: True, 4: True, 5: True, 6: True, 7: True, 8: False, 9: True, 10: True, 11: True, 12: True, 13: False, 14: True, 15: True, 16: False, 17: True, 18: False, 19: False, 20: False}"
140,20,100,BestCase,U,0.07235295802820474,"{1: True, 2: True, 3: True, 4: True, 5: False, 6: True, 7: True, 8: True, 9: False, 10: True, 11: True, 12: False, 13: True, 14: False, 15: False, 16: False, 17: False, 18: True, 19: True, 20: False}"
141,22,110,BestCase,S,0.0133972920011729,"{1: True, 2: True, 3: True, 4: False, 5: False, 6: True, 7: True, 8: False, 9: True, 10: True, 11: True, 12: False, 13: False, 14: False, 15: True, 16: True, 17: False, 18: True, 19: False, 20: True, 21: False, 22: True}"
